,canonical_smiles,standard_value,bioactivity_binary,bioactivity_binary_class,bioactivity_multiclass,mol_wt,log_p,proton_donors,proton_acceptors
2273,CCCc1cc(O)nc(N2NC(C)=CC2NC(=O)c2ccccc2)n1,256.0,inactive,0,intermediate,339.399,2.1192,3.0,6.0
2274,CCCc1cc(O)nc(N2NC(C)=CC2NC(=O)c2ccccc2F)n1,256.0,inactive,0,intermediate,357.389,2.2583,3.0,6.0
2275,CCCc1cc(O)nc(N2NC(C)=CC2NC(=O)c2ccccc2Cl)n1,256.0,inactive,0,intermediate,373.844,2.7726000000000006,3.0,6.0
2276,CCCc1cc(O)nc(N2NC(C)=CC2NC(=O)c2cccs2)n1,256.0,inactive,0,intermediate,345.428,2.1807,3.0,7.0
2277,CC1=CC(NC(=O)C(C)Oc2ccccc2)N(c2nc(C)c(C)c(O)n2)N1,256.0,inactive,0,intermediate,369.425,1.9372399999999999,3.0,7.0
2278,CCc1c(C)nc(N2NC(C)=CC2NC(=O)c2ccccc2I)nc1O,256.0,inactive,0,intermediate,465.295,2.6421200000000007,3.0,6.0
2279,Cc1ccccc1NS(=O)(=O)c1ccc2c(c1)NC(=O)C(C)S2,256.0,inactive,0,intermediate,348.449,3.2285200000000014,2.0,4.0
2280,Cc1cccc(NS(=O)(=O)c2ccc3c(c2)NC(=O)C(C)S3)c1C,256.0,inactive,0,intermediate,362.476,3.5369400000000013,2.0,4.0
2281,Cc1ccc(NS(=O)(=O)c2ccc3c(c2)NC(=O)C(C)S3)c(C)c1,256.0,inactive,0,intermediate,362.476,3.536940000000002,2.0,4.0
2282,CCc1ccccc1NS(=O)(=O)c1ccc2c(c1)NC(=O)C(C)S2,256.0,inactive,0,intermediate,362.476,3.4825000000000017,2.0,4.0
2283,CCC1Sc2ccc(S(=O)(=O)Nc3ccc(C)cc3C)cc2NC1=O,256.0,inactive,0,intermediate,376.503,3.9270400000000016,2.0,4.0
2284,CCC1Sc2ccc(S(=O)(=O)Nc3cc(Cl)ccc3C)cc2NC1=O,256.0,inactive,0,intermediate,396.921,4.272020000000002,2.0,4.0
2285,CCC1Sc2ccc(S(=O)(=O)Nc3c(C)cc(C)cc3C)cc2NC1=O,256.0,inactive,0,intermediate,390.53,4.235460000000002,2.0,4.0
2286,CCOc1ccccc1N(C)S(=O)(=O)c1ccc2c(c1)NC(=O)C(C)S2,256.0,inactive,0,intermediate,392.502,3.3431000000000015,1.0,5.0
2287,CCc1ccccc1NS(=O)(=O)c1ccc2c(c1)NC(C)CC(=O)S2,256.0,inactive,0,intermediate,376.503,3.872600000000002,2.0,5.0
2288,Cc1ccc(NS(=O)(=O)c2ccc3c(c2)NCC(C)C(=O)S3)c(C)c1,256.0,inactive,0,intermediate,376.503,3.7845400000000025,2.0,5.0
2289,CCc1ccccc1NS(=O)(=O)c1ccc2c(c1)NCC(C)C(=O)S2,256.0,inactive,0,intermediate,376.503,3.730100000000002,2.0,5.0
2290,Cc1ccc(C)c(NS(=O)(=O)c2ccc3c(c2)NCC(C)C(=O)S3)c1,256.0,inactive,0,intermediate,376.503,3.7845400000000016,2.0,5.0
2291,Cc1ccc(NS(=O)(=O)c2ccc3c(c2)NCC(C)C(=O)S3)c(Br)c1,256.0,inactive,0,intermediate,441.372,4.238620000000003,2.0,5.0
2292,O=C(Nc1ccc(Cl)cc1)c1cc(Br)ccc1NS(=O)(=O)c1ccc(Cl)cc1,256.0,inactive,0,intermediate,500.201,5.809000000000003,2.0,3.0
2293,O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)cc1,256.0,inactive,0,intermediate,490.195,6.3533000000000035,2.0,3.0
2294,O=C(Nc1cc(Cl)c(Cl)c(Cl)c1)c1cc(Br)cc(Br)c1O,16.0,active,1,active,474.363,6.129700000000002,2.0,2.0
2295,O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,16.0,active,1,active,351.016,5.258100000000002,2.0,2.0
2296,O=C(Nc1cc(Cl)c(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,16.0,active,1,active,385.461,5.911500000000002,2.0,2.0
2297,O=C(Nc1ccc(Cl)cc1)c1cc(Br)cc(Br)c1O,16.0,active,1,active,405.473,4.8229000000000015,2.0,2.0
2298,O=C(Nc1cc(Cl)ccc1Cl)c1cc(Br)cc(Br)c1O,16.0,active,1,active,439.918,5.476300000000002,2.0,2.0
2299,O=C(Nc1cc(Cl)ccc1Cl)c1cc(Cl)cc(Cl)c1O,16.0,active,1,active,351.016,5.2581000000000016,2.0,2.0
2300,O=C(Nc1cccc(Cl)c1)c1cc(Br)cc(Br)c1O,16.0,active,1,active,405.473,4.8229000000000015,2.0,2.0
2301,O=C(Nc1cc(Cl)ccc1Oc1ccccc1)c1cc(Br)cc(Br)c1O,16.0,active,1,active,497.57,6.615200000000004,2.0,3.0
2302,O=C(Nc1cc(Cl)cc(C(=O)c2ccc(Cl)cc2)c1Cl)c1cc(Br)cc(Br)c1O,16.0,active,1,active,578.471,7.360700000000004,2.0,3.0
2303,O=C(Nc1cc(Cl)cc(C(=O)c2ccccc2)c1Cl)c1cc(Br)cc(Br)c1O,16.0,active,1,active,544.026,6.707300000000003,2.0,3.0
2304,O=C(Nc1cc(Cl)cc(C(=O)c2ccc(Cl)cc2)c1Cl)c1cc(Cl)cc(Br)c1O,16.0,active,1,active,534.02,7.251600000000003,2.0,3.0
2305,Cc1ccc(C(=O)c2cc(Cl)cc(NC(=O)c3cc(Br)cc(Br)c3O)c2Cl)cc1,16.0,active,1,active,558.053,7.0157200000000035,2.0,3.0
2306,O=C(Nc1ccc(Cl)c(C(=O)c2ccc(Cl)cc2)c1)c1cc(Cl)ccc1O,16.0,active,1,active,420.679,5.835700000000004,2.0,3.0
2307,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(Br)cc(Br)c1O,16.0,active,1,active,532.015,7.268600000000004,2.0,3.0
2308,O=C(c1ccc(Cl)cc1)c1cc(NC(=O)c2cc(Cl)cc(Br)c2O)c(Cl)cc1Cl,16.0,active,1,active,534.02,7.251600000000002,2.0,3.0
2309,O=C(c1ccccc1)c1cc(NC(=O)c2cc(Br)cc(Br)c2O)ccc1Cl,16.0,active,1,active,509.581,6.053900000000002,2.0,3.0
2310,CCCc1ccc(C)c(Oc2ccc(Cl)cc2NC(=O)c2cc(Cl)cc(Br)c2O)c1,16.0,active,1,active,509.227,7.767020000000005,2.0,3.0
2311,NC(=O)c1oc2ccccc2c1NC(=O)c1ccc([N+](=O)[O-])o1,12.0,active,1,active,315.241,2.2852000000000006,2.0,6.0
2312,CCOC(=O)c1c(NC(=O)c2ccc([N+](=O)[O-])o2)sc2c1CCN(C(C)=O)C2,12.0,active,1,active,407.404,2.5829000000000004,1.0,8.0
2313,COC(=O)c1c(NC(=O)c2ccc([N+](=O)[O-])o2)sc2c1CC(C)(C)NC2(C)C,12.0,active,1,active,407.448,3.447600000000002,2.0,8.0
2314,NC(=O)c1ccsc1NC(=O)c1ccc([N+](=O)[O-])o1,12.0,active,1,active,281.249,1.6004999999999998,2.0,6.0
2315,CNC(=O)c1ccsc1NC(=O)c1ccc([N+](=O)[O-])o1,12.0,active,1,active,295.276,1.8612,2.0,6.0
2316,CSc1nc2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2s1,12.0,active,1,active,335.366,3.771700000000002,1.0,7.0
2317,O=C(Nc1cccc2c1C(=O)NC2=O)c1ccc([N+](=O)[O-])o1,12.0,active,1,active,301.214,1.3236999999999999,2.0,6.0
2318,COC(=O)c1ccccc1NC(=O)c1ccc([N+](=O)[O-])o1,12.0,active,1,active,290.231,2.2267,1.0,6.0
2319,O=C(Nc1cccc(-c2nc3ncccc3o2)c1)c1ccc([N+](=O)[O-])o1,12.0,active,1,active,350.29,3.6433000000000018,1.0,7.0
2320,CCc1ccc2oc(-c3cccc(NC(=O)c4ccc([N+](=O)[O-])o4)c3)nc2c1,12.0,active,1,active,377.356,4.810700000000003,1.0,6.0
2321,O=C(Nc1cccc(C2=Nc3ccccc3C2)c1)c1ccc([N+](=O)[O-])o1,12.0,active,1,active,347.33,4.117000000000002,1.0,5.0
2322,CCOc1ccc2nc(NC(=O)c3ccc([N+](=O)[O-])o3)sc2c1,12.0,active,1,active,333.325,3.448500000000002,1.0,7.0
2323,O=C(Nc1cccc2cccnc12)c1ccc([N+](=O)[O-])o1,12.0,active,1,active,283.243,2.9883000000000015,1.0,5.0
2324,CN1C(=O)c2ccccc2Sc2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc21,12.0,active,1,active,395.396,4.181300000000002,1.0,6.0
2325,O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1ccc([N+](=O)[O-])o1,12.0,active,1,active,348.318,3.9834000000000014,2.0,5.0
2326,O=C(Nc1ccc(Cl)c(Cl)c1)c1ccc([N+](=O)[O-])o1,12.0,active,1,active,301.085,3.746900000000002,1.0,4.0
2327,O=C(Nc1ccc2oc(-c3ccncc3)nc2c1)c1ccc([N+](=O)[O-])o1,12.0,active,1,active,350.29,3.643300000000001,1.0,7.0
2328,CCN(CC)c1cc(C)c2cc(NC(=O)c3ccc([N+](=O)[O-])o3)ccc2n1,12.0,active,1,active,368.393,4.142920000000003,1.0,6.0
2329,O=C(Nc1ccc(Cl)c(S(=O)(=O)Nc2cccc(Cl)c2)c1)c1ccc([N+](=O)[O-])o1,12.0,active,1,active,456.263,4.5477000000000025,2.0,6.0
2330,CCN1C(=O)/C(=C/c2ccc([N+](=O)[O-])o2)SC1=S,256.0,inactive,0,intermediate,284.318,2.408900000000001,0.0,6.0
2331,CC(C)N1C(=O)/C(=C/c2ccc([N+](=O)[O-])o2)SC1=S,256.0,inactive,0,intermediate,298.345,2.7974000000000006,0.0,6.0
2332,Cn1c(/C=C/c2ccc([N+](=O)[O-])o2)nc2ccccc2c1=O,256.0,inactive,0,intermediate,297.27,2.6051,0.0,6.0
2333,O=c1c2ccccc2nc(/C=C/c2ccc([N+](=O)[O-])o2)n1CCCO,256.0,inactive,0,intermediate,341.323,2.4505000000000003,1.0,7.0
2334,O=C(c1ccc(Cl)cc1)c1cc(NC(=O)c2cc(I)cc(I)c2O)ccc1Cl,16.0,active,1,active,638.026,6.391500000000002,2.0,3.0
2335,Cc1ccc(C(=O)c2cc(NC(=O)c3cc(I)cc(I)c3O)ccc2Cl)cc1,16.0,active,1,active,617.608,6.046520000000004,2.0,3.0
2336,O=C(Nc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1Cl)c1cc(Cl)ccc1O,16.0,active,1,active,471.749,5.405500000000003,3.0,4.0
2337,O=C(Nc1cc(S(=O)(=O)c2ccc(Cl)cc2)ccc1Cl)c1cc(I)cc(I)c1O,16.0,active,1,active,674.081,5.993300000000002,2.0,4.0
2338,O=C(Nc1ccc(Cl)c(C(=O)c2ccc(Cl)cc2)c1)c1cc(Cl)ccc1O,16.0,active,1,active,420.679,5.835700000000004,2.0,3.0
2339,O=C(c1ccc(Cl)cc1)c1ccc(NC(=O)c2cc(Br)cc(Br)c2O)cc1Cl,16.0,active,1,active,544.026,6.707300000000003,2.0,3.0
2340,O=C(c1ccc(Cl)cc1)c1cc(NC(=O)c2cc(Br)cc(Br)c2O)ccc1Br,16.0,active,1,active,588.477,6.816400000000003,2.0,3.0
2341,O=C(c1ccc(NC(=O)c2cc(Br)cc(Br)c2O)c(Cl)c1)c1cccs1,16.0,active,1,active,515.61,6.115400000000003,2.0,4.0
2342,Cc1ccc(C(C)C)c(Oc2ccccc2NC(=O)c2cc(I)cc(I)c2O)c1,16.0,active,1,active,613.233,7.077820000000005,2.0,3.0
2343,Cc1ccc(C(C)C)c(Oc2cc(Cl)ccc2NC(=O)c2cc(Br)cc(Br)c2O)c1,16.0,active,1,active,553.678,8.047020000000003,2.0,3.0
2344,Cc1ccc(C(C)C)c(Oc2ccccc2NC(=O)c2cc(Br)cc(Br)c2O)c1,16.0,active,1,active,519.233,7.393620000000006,2.0,3.0
2345,Cc1ccc(C(C)C)cc1Oc1ccc(Cl)cc1NC(=O)c1cc(Cl)ccc1O,16.0,active,1,active,430.331,7.175420000000005,2.0,3.0
2346,Cc1ccc(C(C)C)cc1Oc1ccc(Cl)cc1NC(=O)c1cc(Cl)cc(Br)c1O,16.0,active,1,active,509.227,7.937920000000004,2.0,3.0
2347,O=C(c1ccc(Cl)cc1)c1ccc(Oc2ccc(Cl)cc2)c(NC(=O)c2cc(I)cc(I)c2O)c1,16.0,active,1,active,730.123,8.183800000000002,2.0,4.0
2348,Cc1ccc(C(C)C)c(Oc2ccc(Cl)cc2NC(=O)c2cc(I)cc(I)c2O)c1,16.0,active,1,active,647.678,7.731220000000005,2.0,3.0
2349,Cc1ccc(C(C)C)c(Oc2ccc(Cl)cc2NC(=O)c2cc(Cl)cc(Cl)c2O)c1,16.0,active,1,active,464.776,7.828820000000005,2.0,3.0
2350,O=C(Nc1cc(Cl)ccc1Oc1ccc(Br)c2ccccc12)c1cc(Cl)cc(I)c1O,16.0,active,1,active,629.075,8.2639,2.0,3.0
2351,O=C(Nc1ccc(Oc2cc3ccccc3cc2Cl)c(Cl)c1)c1cc(Br)cc(Br)c1O,16.0,active,1,active,582.075,8.4218,2.0,3.0
2352,O=C(Nc1cc(Cl)ccc1Oc1ccc(Cl)c2ccccc12)c1cc(Cl)cc(Br)c1O,16.0,active,1,active,537.624,8.3127,2.0,3.0
2353,O=C(Nc1ccc(Oc2cc3ccccc3cc2Cl)c(Cl)c1)c1cc(Cl)cc(I)c1O,16.0,active,1,active,584.624,8.1548,2.0,3.0
2354,O=C(Nc1cc(Cl)ccc1Oc1ccc(Cl)c2ccccc12)c1cc(I)cc(I)c1O,16.0,active,1,active,676.075,8.106,2.0,3.0
2355,O=C(Nc1ccc(Oc2ccc(Br)c3ccccc23)c(Cl)c1)c1cc(Br)cc(Br)c1O,16.0,active,1,active,626.526,8.530899999999999,2.0,3.0
2356,O=C(Nc1ccc(Sc2nc3ccccc3s2)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,16.0,active,1,active,481.813,7.365600000000002,2.0,5.0
2357,O=C(Nc1ccc(S(=O)(=O)c2nc3ccccc3s2)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,16.0,active,1,active,513.811,6.047200000000003,2.0,6.0
2358,O=C(Nc1ccc(Oc2ccc3ccccc3c2Cl)c(Cl)c1)c1cc(Br)cc(Br)c1O,16.0,active,1,active,582.075,8.4218,2.0,3.0
2359,O=C(Nc1ccc(Oc2ccc3ccccc3c2Cl)c(Cl)c1)c1cc(I)cc(I)c1O,16.0,active,1,active,676.075,8.106,2.0,3.0
2360,O=C(Nc1cc(Cl)ccc1Oc1cccc2c(Br)cccc12)c1cc(Cl)cc(Br)c1O,16.0,active,1,active,582.075,8.4218,2.0,3.0
2361,O=C(Nc1ccc(Oc2ccc3ccccc3c2Cl)c(Cl)c1)c1cc(Cl)cc(Br)c1O,16.0,active,1,active,537.624,8.3127,2.0,3.0
2362,O=C(Nc1ccc(Sc2nc3ccccc3s2)c(Cl)c1)c1cc(Br)cc(Br)c1O,16.0,active,1,active,570.715,7.583800000000004,2.0,5.0
2363,O=C(Nc1ccc(Oc2ccc(Cl)c3cccnc23)c(Br)c1)c1cc(Br)cc(Br)c1O,16.0,active,1,active,627.514,7.925900000000004,2.0,4.0
2364,O=C(Nc1ccc(Oc2ccc(Cl)c3cccnc23)c(Cl)c1)c1cc(Br)cc(Br)c1O,16.0,active,1,active,583.063,7.816800000000004,2.0,4.0
2365,Cc1ccc(C)c(C(=O)c2cc(NC(=O)c3cc(Br)cc(Br)c3O)ccc2Oc2ccc(Cl)cc2)c1,16.0,active,1,active,629.732,8.463040000000003,2.0,4.0
2366,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,8.0,active,1,active,747.964,2.439700000000004,4.0,14.0
2367,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0.75,active,1,active,747.964,2.439700000000004,4.0,14.0
2368,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0.5,active,1,active,747.964,2.439700000000004,4.0,14.0
2369,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,1.5,active,1,active,822.953,4.335420000000004,6.0,15.0
2370,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0.19,active,1,active,822.953,4.335420000000004,6.0,15.0
2371,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0.094,active,1,active,822.953,4.335420000000004,6.0,15.0
2372,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,1.5,active,1,active,748.996,1.9007000000000054,5.0,14.0
2373,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,24.0,active,1,active,1449.271,0.10620000000000512,19.0,25.0
2374,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,6.0,active,1,active,516.719,5.6661000000000055,3.0,5.0
2375,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,512.0,inactive,0,inactive,500.629,2.5925000000000016,4.0,8.0
2376,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,2.0,active,1,active,299.352,-0.17602999999999924,4.0,5.0
2377,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,4.0,active,1,active,299.352,-0.17602999999999924,4.0,5.0
2378,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,0.5,active,1,active,299.352,-0.17602999999999924,4.0,5.0
2379,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,3.0,active,1,active,383.47,-0.3079999999999994,3.0,6.0
2380,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,6.0,active,1,active,383.47,-0.3079999999999994,3.0,6.0
2381,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,0.5,active,1,active,383.47,-0.3079999999999994,3.0,6.0
2382,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,8.0,active,1,active,822.953,4.335420000000004,6.0,15.0
2383,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,8.0,active,1,active,822.953,4.335420000000004,6.0,15.0
2384,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,128.0,inactive,0,intermediate,822.953,4.335420000000004,6.0,15.0
2385,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,128.0,inactive,0,intermediate,546.587,-1.2991999999999946,3.0,11.0
2386,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,128.0,inactive,0,intermediate,546.587,-1.2991999999999946,3.0,11.0
2387,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,128.0,inactive,0,intermediate,546.587,-1.2991999999999946,3.0,11.0
2388,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,16.0,active,1,active,480.572,-1.2798999999999958,2.0,10.0
2389,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,32.0,active,1,intermediate,384.435,0.5479999999999997,3.0,6.0
2390,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O,4.0,active,1,active,517.564,-0.24029999999999596,3.0,7.0
2391,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,4.0,active,1,active,331.347,1.5833,2.0,5.0
2392,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,1.0,active,1,active,467.52,-6.295799999999999,10.0,14.0
2393,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,16.0,active,1,active,1390.728,-10.892399999999943,24.0,36.0
2394,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,0.5,active,1,active,383.47,-0.3079999999999994,3.0,6.0
2395,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,128.0,inactive,0,intermediate,1390.728,-10.892399999999943,24.0,36.0
2396,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O,128.0,inactive,0,intermediate,626.884,3.012300000000005,7.0,7.0
2397,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)O,256.0,inactive,0,intermediate,769.13,4.00750000000001,9.0,9.0
2398,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)O,128.0,inactive,0,intermediate,654.938,3.789300000000007,7.0,7.0
2399,CCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O,64.0,inactive,0,intermediate,682.992,4.281300000000007,7.0,7.0
2400,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)NCC(=O)N[C@H](CCCCN)C(=O)O,64.0,inactive,0,intermediate,626.884,3.012300000000005,7.0,7.0
2401,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)O,256.0,inactive,0,intermediate,769.13,4.00750000000001,9.0,9.0
2402,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](CCCCN)C(=O)O,128.0,inactive,0,intermediate,654.938,3.789300000000007,7.0,7.0
2403,CCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O,256.0,inactive,0,intermediate,682.992,4.281300000000007,7.0,7.0
2404,CCCCCCCCCCCCCCCC(=O)N[C@H](CCCN)CC(=O)NCC(=O)NCC(=O)N[C@H](CCCN)CC(=O)O,128.0,inactive,0,intermediate,626.884,3.012300000000005,7.0,7.0
2405,CCCCCCCCCCCCCCCC(=O)N[C@H](CCCN)CC(=O)N[C@H](CCCN)CC(=O)N[C@H](CCCN)CC(=O)N[C@H](CCCN)CC(=O)O,256.0,inactive,0,intermediate,769.13,4.00750000000001,9.0,9.0
