,canonical_smiles,standard_value,bioactivity_binary,bioactivity_binary_class,bioactivity_multiclass,mol_wt,log_p,proton_donors,proton_acceptors
4028,O/N=C/c1n(Cc2ccccc2)cc[n+]1-c1ccc(F)cc1.[Br-],0.78,active,1,active,376.229,-0.23570000000000002,1.0,3.0
4029,O=C([O-])[C@H](Cc1ccccc1)N1C(=O)/C(=C\c2ccc(-c3ccc(Cl)c(Cl)c3)o2)NC1=S.[Na+],25000.0,inactive,0,inactive,509.346,0.6761999999999992,1.0,5.0
4030,OCCNc1cc(-c2n[nH]c3cnccc23)nc(C(F)(F)F)c1,128.0,inactive,0,intermediate,323.278,2.4429,3.0,5.0
4031,OCCNc1cc(C(F)(F)F)nc(-c2n[nH]c3cnccc23)n1,128.0,inactive,0,intermediate,324.266,1.8378999999999996,3.0,6.0
4032,OCCNc1cc(-c2n[nH]c3cnccc23)nc(C(F)(F)F)c1,128.0,inactive,0,intermediate,323.278,2.4429,3.0,5.0
4033,Nc1nc(OCC2CCC2)nc2c1ncn2[C@@H]1O[C@H](CF)[C@@H](O)[C@H]1O,128.0,inactive,0,intermediate,353.354,0.1760999999999996,3.0,9.0
4034,OCCNc1cc(C(F)(F)F)nc(-c2n[nH]c3cnccc23)n1,32.0,active,1,intermediate,324.266,1.8378999999999996,3.0,6.0
4035,[C-]#[N+]C(=C)[C@@](Cc1ccc(OC)cc1)([N+]#[C-])C1C[C@@H](OC(=O)CO)CC[C@@H]1O,0.2564,active,1,active,384.432,2.3938800000000007,2.0,5.0
4036,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.25,active,1,active,361.373,1.5439999999999998,1.0,6.0
4037,c1ccc(-c2nnc3c4ccccc4c(N4CCNCC4)nn23)cc1,64.0,inactive,0,intermediate,330.395,2.3541,1.0,6.0
4038,Cc1ccc(Nc2nn3c(-c4ccccc4)nnc3c3ccccc23)cc1,128.0,inactive,0,intermediate,351.413,4.996520000000003,1.0,5.0
4039,Fc1ccc(Nc2nn3c(-c4ccccc4)nnc3c3ccccc23)cc1,128.0,inactive,0,intermediate,355.376,4.827200000000002,1.0,5.0
4040,Cc1nnc2c3ccccc3c(N3CC(C)CC(C)C3)nn12,128.0,inactive,0,intermediate,295.39,3.068220000000001,0.0,5.0
4041,Cc1nnc2c3ccccc3c(Nc3ccccc3Cl)nn12,128.0,inactive,0,intermediate,309.76,3.982920000000002,1.0,5.0
4042,Cc1ccc(Nc2nn3c(C)nnc3c3ccccc23)cc1,128.0,inactive,0,intermediate,289.342,3.637940000000002,1.0,5.0
4043,COc1ccc(Nc2nn3c(C)nnc3c3ccccc23)cc1,128.0,inactive,0,intermediate,305.341,3.3381200000000018,1.0,6.0
4044,c1ccc2c(c1)c(N1CCNCC1)nn1cnnc21,128.0,inactive,0,intermediate,254.297,0.6870999999999998,1.0,6.0
4045,Cc1ccc(Nc2nn3cnnc3c3ccccc23)cc1,128.0,inactive,0,intermediate,275.315,3.3295200000000014,1.0,5.0
4046,COc1ccc(Nc2nn3cnnc3c3ccccc23)cc1,128.0,inactive,0,intermediate,291.314,3.029700000000001,1.0,6.0
4047,Clc1ccc(Nc2nn3cnnc3c3ccccc23)cc1,128.0,inactive,0,intermediate,295.733,3.674500000000001,1.0,5.0
4048,Fc1ccc(Nc2nn3cnnc3c3ccccc23)cc1,128.0,inactive,0,intermediate,279.278,3.1602000000000006,1.0,5.0
4049,CCCCCc1ccc(C(=O)Nc2ccc3[nH]c(N)nc3c2)cc1,16.0,active,1,active,322.412,4.130100000000001,3.0,3.0
4050,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3C)cc1.Cl,64.0,inactive,0,intermediate,372.9,4.562300000000003,2.0,4.0
4051,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3C(C)C)cc1.Cl,32.0,active,1,intermediate,400.954,5.606200000000005,2.0,4.0
4052,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCCC)cc1.Cl,64.0,inactive,0,intermediate,414.981,5.8254000000000055,2.0,4.0
4053,CCCCCCn1c(N)nc2cc(NC(=O)c3ccc(CCCCC)cc3)ccc21.Cl,64.0,inactive,0,intermediate,443.035,6.605600000000007,2.0,4.0
4054,CCCCCCCCn1c(N)nc2cc(NC(=O)c3ccc(CCCCC)cc3)ccc21.Cl,64.0,inactive,0,intermediate,471.089,7.385800000000008,2.0,4.0
4055,CCCCCCCCCCCCn1c(N)nc2cc(NC(=O)c3ccc(CCCCC)cc3)ccc21.Cl,64.0,inactive,0,intermediate,527.197,8.946200000000001,2.0,4.0
4056,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3C2CCCC2)cc1.Cl,64.0,inactive,0,intermediate,426.992,6.140400000000005,2.0,4.0
4057,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3-c2ccc(CCCCC)cc2)cc1.Cl,64.0,inactive,0,intermediate,505.106,7.7472000000000065,2.0,4.0
4058,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3Cc2ccccc2)cc1.Cl,64.0,inactive,0,intermediate,448.998,6.073600000000004,2.0,4.0
4059,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3Cc2ccc(OC)cc2)cc1.Cl,64.0,inactive,0,intermediate,479.024,6.082200000000005,2.0,5.0
4060,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCc2ccccc2)cc1.Cl,64.0,inactive,0,intermediate,463.025,6.268000000000005,2.0,4.0
4061,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCc2ccccc2OC)cc1.Cl,64.0,inactive,0,intermediate,493.051,6.2766000000000055,2.0,5.0
4062,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCc2cccc(OC)c2)cc1.Cl,64.0,inactive,0,intermediate,493.051,6.2766000000000055,2.0,5.0
4063,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCc2ccc(OC)cc2)cc1.Cl,64.0,inactive,0,intermediate,493.051,6.2766000000000055,2.0,5.0
4064,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCc2ccc3ccccc3c2)cc1.Cl,64.0,inactive,0,intermediate,513.085,7.421200000000006,2.0,4.0
4065,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCc2cccc3ccccc23)cc1.Cl,64.0,inactive,0,intermediate,513.085,7.421200000000006,2.0,4.0
4066,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCc2ccccn2)cc1.Cl,64.0,inactive,0,intermediate,464.013,5.663000000000005,2.0,5.0
4067,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCc2c[nH]c3ccccc23)cc1.Cl,64.0,inactive,0,intermediate,502.062,6.749300000000005,3.0,4.0
4068,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCc2nc3ccccc3[nH]2)cc1.Cl,64.0,inactive,0,intermediate,503.05,6.144300000000005,3.0,5.0
4069,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCCc2ccccc2)cc1.Cl,64.0,inactive,0,intermediate,477.052,6.6581000000000055,2.0,4.0
4070,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCCCc2ccccc2)cc1.Cl,64.0,inactive,0,intermediate,491.079,7.048200000000006,2.0,4.0
4071,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCCCc2c[nH]c3ccccc23)cc1.Cl,64.0,inactive,0,intermediate,530.116,7.529500000000006,3.0,4.0
4072,C/C=C\C=C\[C@@H]1O[C@](O)([C@H](CC)C(=O)NC/C=C/C=C(\C)[C@@H](OC)[C@@H](C)C(O)[C@@H](O)/C=C/C=C/C=C/C=C(\C)C(=O)c2c(O)ccn(C)c2=O)C[C@H](O)C1(C)C,16.0,active,1,active,778.984,4.903200000000006,6.0,11.0
4073,C/C=C\C=C\[C@@H]1O[C@](O)([C@H](CC)C(=O)NC/C=C/C=C(\C)[C@@H](OC)[C@@H](C)C(O)[C@@H](O)/C=C/C=C/C=C/C=C(\C)C(=O)c2c(O)ccn(C)c2=O)C[C@H](O)C1(C)C,8.0,active,1,active,778.984,4.903200000000006,6.0,11.0
4074,C/C=C\C=C\[C@@H]1O[C@](O)([C@H](CC)C(=O)NC/C=C/C=C(\C)[C@@H](OC)[C@@H](C)C(O)[C@@H](O)/C=C/C=C/C=C/C=C(\C)C(=O)c2c(O)ccn(C)c2=O)C[C@H](O)C1(C)C,16.0,active,1,active,778.984,4.903200000000006,6.0,11.0
4075,C/C=C\C=C\[C@@H]1O[C@](O)([C@H](CC)C(=O)NC/C=C/C=C(\C)[C@@H](OC)[C@@H](C)C(O)[C@@H](O)/C=C/C=C/C=C/C=C(\C)C(=O)c2c(O)ccn(C)c2=O)C[C@H](O)C1(C)C,8.0,active,1,active,778.984,4.903200000000006,6.0,11.0
4076,C/C=C\C=C\[C@@H]1O[C@](O)([C@H](CC)C(=O)NC/C=C/C=C(\C)[C@@H](OC)[C@@H](C)C(O)[C@@H](O)/C=C/C=C/C=C/C=C(\C)C(=O)c2c(O)ccn(C)c2=O)C[C@H](O)C1(C)C,8.0,active,1,active,778.984,4.903200000000006,6.0,11.0
4077,C/C=C\C=C\[C@@H]1O[C@](O)([C@H](CC)C(=O)NC/C=C/C=C(\C)[C@@H](OC)[C@@H](C)C(O)[C@@H](O)/C=C/C=C/C=C/C=C(\C)C(=O)c2c(O)ccn(C)c2=O)C[C@H](O)C1(C)C,128.0,inactive,0,intermediate,778.984,4.903200000000006,6.0,11.0
4078,C/C=C\C=C\[C@@H]1O[C@](O)([C@H](CC)C(=O)NC/C=C/C=C(\C)[C@@H](OC)[C@@H](C)C(O)[C@@H](O)/C=C/C=C/C=C/C=C(\C)C(=O)c2c(O)ccn(C)c2=O)C[C@H](O)C1(C)C,128.0,inactive,0,intermediate,778.984,4.903200000000006,6.0,11.0
4079,CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(N)=O)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1,128000.0,inactive,0,inactive,1561.951,1.277710000000001,17.0,16.0
4080,CC(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(N)=O)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1,64000.0,inactive,0,inactive,1837.303,1.920310000000022,19.0,19.0
4081,CC(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(=O)N[C@@H](CCCCN)C(=O)N(CC(N)=O)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1,4000.0,inactive,0,inactive,2112.655,2.5629100000000555,21.0,22.0
4082,CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CCC(=O)N[C@@H](CCCCN)C(=O)N(CCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CCC(=O)N[C@@H](CCCCN)C(=O)N(CCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CCC(N)=O)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1,128000.0,inactive,0,inactive,1632.086,3.228209999999989,17.0,16.0
4083,CC(=O)N[C@@H](CCCCN)C(=O)N(CCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CCC(=O)N[C@@H](CCCCN)C(=O)N(CCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CCC(=O)N[C@@H](CCCCN)C(=O)N(CCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CCC(N)=O)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1,16000.0,inactive,0,inactive,1921.465,4.260910000000018,19.0,19.0
4084,CC(=O)N[C@@H](CCCCN)C(=O)N(CCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CCC(=O)N[C@@H](CCCCN)C(=O)N(CCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CCC(=O)N[C@@H](CCCCN)C(=O)N(CCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CCC(=O)N[C@@H](CCCCN)C(=O)N(CCC(N)=O)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1,4000.0,inactive,0,inactive,2210.844,5.293610000000055,21.0,22.0
4085,CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(N)=O)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1,16000.0,inactive,0,inactive,1632.086,4.082710000000002,17.0,16.0
4086,CC(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(N)=O)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1,2000.0,inactive,0,inactive,1921.465,5.286310000000016,19.0,19.0
4087,CC(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(=O)N[C@@H](CCCCN)C(=O)N(CC(N)=O)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1,1000.0,inactive,0,inactive,2210.844,6.489910000000051,21.0,22.0
4088,CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CCC(=O)N[C@@H](CCCCN)C(=O)N(CCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CCC(=O)N[C@@H](CCCCN)C(=O)N(CCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CCC(N)=O)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1,64000.0,inactive,0,inactive,1702.221,6.03321,17.0,16.0
4089,CC(=O)N[C@@H](CCCCN)C(=O)N(CCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CCC(=O)N[C@@H](CCCCN)C(=O)N(CCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CCC(=O)N[C@@H](CCCCN)C(=O)N(CCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CCC(N)=O)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1,8000.0,inactive,0,inactive,2005.627,7.626910000000021,19.0,19.0
4090,CC(=O)N[C@@H](CCCCN)C(=O)N(CCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CCC(=O)N[C@@H](CCCCN)C(=O)N(CCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CCC(=O)N[C@@H](CCCCN)C(=O)N(CCC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CCC(=O)N[C@@H](CCCCN)C(=O)N(CCC(N)=O)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1,2000.0,inactive,0,inactive,2309.033,9.22061000000004,21.0,22.0
4091,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,128000.0,inactive,0,inactive,1449.271,0.10620000000000512,19.0,25.0
4092,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,128000.0,inactive,0,inactive,1390.728,-10.892399999999943,24.0,36.0
4093,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,128000.0,inactive,0,inactive,455.474,-0.6224999999999987,3.0,11.0
4094,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,128000.0,inactive,0,inactive,331.347,1.5833,2.0,5.0
4095,CC(C)(O/N=C(\C(=O)N[C@H]1CON(C2(C(=O)O)C[C@H](N3C(=O)c4cc(O)c(O)cc4C3=O)C(=O)O2)C1=O)c1csc(N)n1)C(=O)O,0.06,active,1,active,662.546,-1.6283999999999965,6.0,16.0
4096,Nc1nc(/C(=N/OCc2cc(=O)c(O)cn2O)C(=O)N[C@H]2CON(C3(C(=O)O)CCC(=O)O3)C2=O)cs1,0.5,active,1,active,538.451,-1.872699999999996,5.0,15.0
4097,CC(C)(O/N=C(\C(=O)N[C@H]1CON(C2(C(=O)O)C[C@@H](NC(=O)c3cc(=O)c(O)cn3O)C(=O)O2)C1=O)c1csc(N)n1)C(=O)O,0.5,active,1,active,653.539,-2.8011999999999944,7.0,17.0
4098,CC(C)(O/N=C(\C(=O)N[C@H]1CON(C2(C(=O)O)C[C@H](NC(=O)c3cc(=O)c(O)cn3O)C(=O)O2)C1=O)c1csc(N)n1)C(=O)O,0.5,active,1,active,653.539,-2.8011999999999944,7.0,17.0
4099,CC(C)(O/N=C(\C(=O)N[C@H]1CON(C2(C(=O)O)CCC(=O)O2)C1=O)c1csc(N)n1)C(=O)O,32.0,active,1,intermediate,485.431,-1.3142999999999976,4.0,12.0
4100,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,32.0,active,1,intermediate,435.44,-1.1724999999999979,4.0,10.0
4101,CC(C)(O/N=C(\C(=O)N[C@H]1CON(C2(C(=O)O)C[C@@H](NC(=O)OCc3ccccc3)C(=O)O2)C1=O)c1csc(N)n1)C(=O)O,64.0,inactive,0,intermediate,634.58,-0.40939999999999627,5.0,14.0
4102,CC(C)(O/N=C(\C(=O)N[C@H]1CON(C2(C(=O)O)C[C@H](NC(=O)OCc3ccccc3)C(=O)O2)C1=O)c1csc(N)n1)C(=O)O,64.0,inactive,0,intermediate,634.58,-0.40939999999999627,5.0,14.0
4103,COc1ccc2ncc(F)c(C[C@@H](O)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1.Cl,1.0,active,1,active,545.999,2.700200000000001,3.0,9.0
4104,COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1.Cl,0.5,active,1,active,530.0,3.7294000000000023,2.0,8.0
4105,COc1ccc2ncc(F)c(C[C@H](O)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1.Cl,0.5,active,1,active,545.999,2.700200000000001,3.0,9.0
4106,CCN(CC)CCn1c(=N)n(CC(O)COc2ccc(Cl)cc2Cl)c2ccccc21,25000.0,inactive,0,inactive,451.398,4.010770000000003,2.0,6.0
4107,CCN(CC)CCn1c(=O)n(CC(O)COc2ccc(Cl)cc2Cl)c2ccccc21,100000.0,inactive,0,inactive,452.382,3.8915000000000033,1.0,6.0
4108,CCN(CC)CCn1c(N)nc2ccccc21,100000.0,inactive,0,inactive,232.331,1.9602999999999997,1.0,4.0
4109,Nc1nc2ccccc2n1CCCOc1ccc(Cl)cc1Cl,25000.0,inactive,0,inactive,336.222,4.394400000000003,1.0,4.0
4110,Br.CCN(CC)CCn1c(=N)n(CCCOc2ccc(Cl)cc2Cl)c2ccccc21,13000.0,inactive,0,inactive,516.311,5.617870000000005,1.0,5.0
4111,CCN(CC)CCn1c(=N)n(CCOc2ccc(Cl)cc2Cl)c2ccccc21.O=C(O)C(F)(F)F,100000.0,inactive,0,inactive,535.394,5.283170000000004,2.0,6.0
4112,CCN(CC)CCn1c(=N)n(CCCc2ccc(Cl)cc2Cl)c2ccccc21.O=C(O)C(F)(F)F,25000.0,inactive,0,inactive,533.422,5.836970000000004,2.0,5.0
4113,O=C(O)C(F)(F)F.OC(CNCc1nc2ccccc2[nH]1)COc1ccc(Cl)cc1Cl,100000.0,inactive,0,inactive,480.27,4.032500000000002,4.0,5.0
4114,CCN(CC)CCNc1nc2ccccc2n1CC(O)COc1ccc(Cl)cc1Cl.O=C(O)C(F)(F)F,100000.0,inactive,0,inactive,565.42,5.170000000000005,3.0,7.0
4115,CCN(CC)CCCNc1nc2ccccc2n1CC(O)COc1ccc(Cl)cc1Cl.O=C(O)C(F)(F)F,100000.0,inactive,0,inactive,579.447,5.560100000000006,3.0,7.0
4116,CCN(CC)CCCNc1nc2ccccc2n1CCCOc1ccc(Cl)cc1Cl.O=C(O)C(F)(F)F,50000.0,inactive,0,inactive,563.448,6.589300000000005,2.0,6.0
4117,O=C(O)C(F)(F)F.OC(COc1ccc(Cl)cc1Cl)Cn1c(NCCCN2CCOCC2)nc2ccccc21,100000.0,inactive,0,inactive,593.43,4.550500000000003,3.0,8.0
4118,CCn1c(=N)n(CCCOc2ccc(Cl)cc2Cl)c2ccccc21.O=C(O)C(F)(F)F,50000.0,inactive,0,inactive,478.298,5.351370000000003,2.0,5.0
4119,CCCCn1c(=N)n(CCCOc2ccc(Cl)cc2Cl)c2ccccc21.O=C(O)C(F)(F)F,50000.0,inactive,0,inactive,506.352,6.131570000000004,2.0,5.0
4120,N=c1n(CCCOc2ccc(Cl)cc2Cl)c2ccccc2n1CCCc1ccccc1.O=C(O)C(F)(F)F,25000.0,inactive,0,inactive,568.423,6.964270000000005,2.0,5.0
4121,Br.CCCN(CCC)CCn1c(=N)n(CCCOc2ccc(Cl)cc2Cl)c2ccccc21,25000.0,inactive,0,inactive,544.365,6.398070000000007,1.0,5.0
4122,CC(C)N(CCn1c(=N)n(CCCOc2ccc(Cl)cc2Cl)c2ccccc21)C(C)C.O=C(O)C(F)(F)F,13000.0,inactive,0,inactive,577.475,6.450270000000005,2.0,6.0
4123,N=c1n(CCCOc2ccc(Cl)cc2Cl)c2ccccc2n1CCN1CCCC1.O=C(O)C(F)(F)F,13000.0,inactive,0,inactive,547.405,5.427270000000005,2.0,6.0
4124,N=c1n(CCCOc2ccc(Cl)cc2Cl)c2ccccc2n1CCCN1CCCCC1.O=C(O)C(F)(F)F,50000.0,inactive,0,inactive,575.459,6.207470000000006,2.0,6.0
4125,N=c1n(CCCOc2ccc(Cl)cc2Cl)c2ccccc2n1CCN1CCOCC1.O=C(O)C(F)(F)F,100000.0,inactive,0,inactive,563.404,4.663670000000004,2.0,7.0
4126,N=c1n(CCCOc2ccc(Cl)cc2Cl)c2ccccc2n1CCc1ccccn1.O=C(O)C(F)(F)F,100000.0,inactive,0,inactive,555.384,5.9691700000000045,2.0,6.0
4127,CC(C)(C)OC(=O)N1CCC(CCn2c(=N)n(CCCOc3ccc(Cl)cc3Cl)c3ccccc32)CC1.O=C(O)C(F)(F)F,50000.0,inactive,0,inactive,661.549,7.368670000000007,2.0,7.0
4128,N=c1n(CCCOc2ccc(Cl)cc2Cl)c2ccccc2n1CCn1ccnc1,100000.0,inactive,0,inactive,430.339,4.594870000000004,1.0,6.0
4129,N=c1n(CCCOc2ccc(Cl)cc2Cl)c2ccccc2n1CCN1CCCC1=O.O=C(O)C(F)(F)F,100000.0,inactive,0,inactive,561.388,4.953870000000005,2.0,6.0
4130,N=c1n(CCCOc2ccc(Cl)cc2Cl)c2ccccc2n1CC(=O)N1CCN(c2ccccc2)CC1.O=C(O)C(F)(F)F,100000.0,inactive,0,inactive,652.501,5.6802700000000055,2.0,7.0
4131,N=c1n(CCCOc2ccc(Cl)cc2Cl)c2ccccc2n1Cc1ccc(C(F)(F)F)nc1.O=C(O)C(F)(F)F,50000.0,inactive,0,inactive,609.354,6.793570000000005,2.0,6.0
4132,Cc1noc(C)c1Cn1c(=N)n(CCCOc2ccc(Cl)cc2Cl)c2ccccc21.O=C(O)C(F)(F)F,100000.0,inactive,0,inactive,559.372,5.984610000000004,2.0,7.0
4133,CCN(CC)C(=O)Cn1c(=N)n(CCCOc2ccc(Cl)cc2Cl)c2ccccc21.O=C(O)C(F)(F)F,100000.0,inactive,0,inactive,563.404,5.199870000000004,2.0,6.0
4134,CCOCCOCCn1c(=N)n(CCCOc2ccc(Cl)cc2Cl)c2ccccc21.O=C(O)C(F)(F)F,100000.0,inactive,0,inactive,566.404,5.3845700000000045,2.0,7.0
4135,Nc1nc2ccccc2n1CCCOc1ccc(Cl)cc1Cl,6.25,active,1,active,336.222,4.394400000000003,1.0,4.0
4136,Br.CCN(CC)CCn1c(=N)n(CCCOc2ccc(Cl)cc2Cl)c2ccccc21,12.5,active,1,active,516.311,5.617870000000005,1.0,5.0
4137,N=C(N)NCCCCCCCCNCCCCCCCCNC(=N)NCC1CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,4.0,active,1,active,751.733,5.1641400000000015,10.0,6.0
4138,C=C(C)CNC(=N)NCCCCCCCCN1CCCCCCCCNC(=N)NC1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,4.0,active,1,active,663.705,5.173840000000003,8.0,5.0
