,index,canonical_smiles,standard_value,bioactivity_binary,bioactivity_binary_class,bioactivity_multiclass
7441,7729,Cc1c(CNC2CCCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(C(C)C)cc1,128.0,inactive,0,intermediate
7442,7730,Cc1ccc(C)c(-n2c(-c3ccc(Cl)cc3)cc(CNC3CCCCC3)c2C)c1,128.0,inactive,0,intermediate
7443,7731,Cc1c(CNC2CCCCC2)cc(-c2ccc(Cl)cc2)n1-c1cccc(F)c1,128.0,inactive,0,intermediate
7444,7732,Cc1c(CNC2CCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1Cl,128.0,inactive,0,intermediate
7445,7733,COc1ccc(-n2c(-c3ccc(Cl)cc3)cc(CNC3CCCCC3)c2C)cc1,128.0,inactive,0,intermediate
7446,7734,Cc1c(CNC2CCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccc([N+](=O)[O-])cc1,128.0,inactive,0,intermediate
7447,7735,Cc1c(CNC2CCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccccc1C(F)(F)F,128.0,inactive,0,intermediate
7448,7736,Cc1c(CNC2CCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(O)cc1,128.0,inactive,0,intermediate
7449,7737,Cc1c(CNC2CCCCC2)cc(-c2ccc(C(C)C)cc2)n1-c1ccc(Cl)cc1,128.0,inactive,0,intermediate
7450,7738,Cc1c(CNC2CCCCC2)cc(-c2ccc(F)cc2)n1-c1ccc(Cl)cc1,128.0,inactive,0,intermediate
7451,7739,Cc1c(CNC2CCCCC2)cc(-c2ccc(C(C)(C)C)cc2)n1-c1ccc(Cl)cc1,128.0,inactive,0,intermediate
7452,7740,Cc1c(CNC2CCC(O)CC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,128.0,inactive,0,intermediate
7453,7741,Cc1c(CNC2CCC(N)CC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,32.0,active,1,intermediate
7454,7742,Cc1c(CNCCCCCCCCNC(=N)N)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,32.0,active,1,intermediate
7455,7743,Cc1c(CNC2CCC(NC(=N)N)CC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,64.0,inactive,0,intermediate
7456,7744,Cc1c(CNC2CCC(NC(=N)N)CC2)cc(-c2ccc(Cl)cc2)n1-c1ccc([N+](=O)[O-])cc1,128.0,inactive,0,intermediate
7457,7745,Cc1cc(CNCCCCCCCCNC(=N)N)c(C)n1-c1ccc(Cl)cc1,64.0,inactive,0,intermediate
7458,7746,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,8.0,active,1,active
7459,7747,Cc1cc(CNC2CCCCC2)c(C)n1-c1ccc(Cl)cc1,64.0,inactive,0,intermediate
7460,7748,Cc1c(CNC2CCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,64.0,inactive,0,intermediate
7461,7749,Cc1c(CNCc2ccccc2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,128.0,inactive,0,intermediate
7462,7750,Cc1c(CNC2CCCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,64.0,inactive,0,intermediate
7463,7751,Cc1c(CNC2C3CC4CC(C3)CC2C4)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,128.0,inactive,0,intermediate
7464,7752,Cc1c(CNCC2CCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,128.0,inactive,0,intermediate
7465,7753,Cc1c(CNC(C)C)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,32.0,active,1,intermediate
7466,7754,Cc1c(CNC(C)c2ccccc2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,128.0,inactive,0,intermediate
7467,7755,Cc1c(CNCCNc2ccccc2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,128.0,inactive,0,intermediate
7468,7756,Cc1c(CNC2CCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(F)cc1,64.0,inactive,0,intermediate
7469,7757,Cc1c(CNC2CCCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(F)cc1,128.0,inactive,0,intermediate
7470,7758,Cc1c(CNC2CCCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(C(C)C)cc1,128.0,inactive,0,intermediate
7471,7759,Cc1ccc(C)c(-n2c(-c3ccc(Cl)cc3)cc(CNC3CCCCC3)c2C)c1,64.0,inactive,0,intermediate
7472,7760,Cc1c(CNC2CCCCC2)cc(-c2ccc(Cl)cc2)n1-c1cccc(F)c1,128.0,inactive,0,intermediate
7473,7761,Cc1c(CNC2CCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1Cl,128.0,inactive,0,intermediate
7474,7762,COc1ccc(-n2c(-c3ccc(Cl)cc3)cc(CNC3CCCCC3)c2C)cc1,128.0,inactive,0,intermediate
7475,7763,Cc1c(CNC2CCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccc([N+](=O)[O-])cc1,128.0,inactive,0,intermediate
7476,7764,Cc1c(CNC2CCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccccc1C(F)(F)F,128.0,inactive,0,intermediate
7477,7765,Cc1c(CNC2CCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(O)cc1,128.0,inactive,0,intermediate
7478,7766,Cc1c(CNC2CCCCC2)cc(-c2ccc(C(C)C)cc2)n1-c1ccc(Cl)cc1,32.0,active,1,intermediate
7479,7767,Cc1c(CNC2CCCCC2)cc(-c2ccc(F)cc2)n1-c1ccc(Cl)cc1,128.0,inactive,0,intermediate
7480,7768,Cc1c(CNC2CCCCC2)cc(-c2ccc(C(C)(C)C)cc2)n1-c1ccc(Cl)cc1,128.0,inactive,0,intermediate
7481,7769,Cc1c(CNC2CCC(O)CC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,64.0,inactive,0,intermediate
7482,7770,Cc1c(CNC2CCC(N)CC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,16.0,active,1,active
7483,7771,Cc1c(CNCCCCCCCCNC(=N)N)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,8.0,active,1,active
7484,7772,Cc1c(CNC2CCC(NC(=N)N)CC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,16.0,active,1,active
7485,7773,Cc1c(CNC2CCC(NC(=N)N)CC2)cc(-c2ccc(Cl)cc2)n1-c1ccc([N+](=O)[O-])cc1,64.0,inactive,0,intermediate
7486,7774,Cc1cc(CNCCCCCCCCNC(=N)N)c(C)n1-c1ccc(Cl)cc1,16.0,active,1,active
7487,7775,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.12,active,1,active
7488,7776,Cc1c(CNC2CCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,8.0,active,1,active
7489,7777,Cc1c(CNCc2ccccc2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,128.0,inactive,0,intermediate
7490,7778,Cc1c(CNC2CCCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(C(C)C)cc1,4.0,active,1,active
7491,7779,Cc1c(CNC2CCCCC2)cc(-c2ccc(C(C)C)cc2)n1-c1ccc(Cl)cc1,8.0,active,1,active
7492,7780,Cc1c(CNC2CCC(NC(=N)N)CC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,32.0,active,1,intermediate
7493,7781,Cc1c(CNC2CCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,4.0,active,1,active
7494,7782,Cc1c(CNCc2ccccc2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,16.0,active,1,active
7495,7783,Cc1c(CNC2CCCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(C(C)C)cc1,2.0,active,1,active
7496,7784,Cc1c(CNC2CCCCC2)cc(-c2ccc(C(C)C)cc2)n1-c1ccc(Cl)cc1,2.0,active,1,active
7497,7785,Cc1c(CNC2CCC(NC(=N)N)CC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,16.0,active,1,active
7498,7786,Cc1c(CNC2CCCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(C(C)C)cc1,4.0,active,1,active
7499,7787,Cc1c(CNC2CCCCC2)cc(-c2ccc(C(C)C)cc2)n1-c1ccc(Cl)cc1,8.0,active,1,active
7500,7788,Cc1c(CNC2CCC(NC(=N)N)CC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,64.0,inactive,0,intermediate
7501,7789,Cc1c(CNC2CCCCCC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(C(C)C)cc1,4.0,active,1,active
7502,7790,Cc1c(CNC2CCCCC2)cc(-c2ccc(C(C)C)cc2)n1-c1ccc(Cl)cc1,8.0,active,1,active
7503,7791,Cc1c(CNC2CCC(NC(=N)N)CC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,16.0,active,1,active
7504,7792,CC(C)n1c2ccccc2c2ccc3c(c21)C(=O)C1OC1C3=O,64.0,inactive,0,intermediate
7505,7793,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,8.0,active,1,active
7506,7794,C#Cc1cccc(/N=C/c2cc([N+](=O)[O-])ccc2O)c1,64.0,inactive,0,intermediate
7507,7795,C#Cc1ccccc1/N=C/c1cc([N+](=O)[O-])ccc1O,256.0,inactive,0,intermediate
7508,7796,C#Cc1ccc(/N=C/c2cc([N+](=O)[O-])ccc2O)cc1,256.0,inactive,0,intermediate
